PID,Area,DC1117EW_C_SEX,DC1117EW_C_AGE,DC2101EW_C_ETHPUK11,HID
1717,E02000001,1,47,2,5395
1718,E02000001,1,47,2,942
1719,E02000001,1,47,2,3893
1720,E02000001,1,47,2,1070
1721,E02000001,1,47,2,7
1722,E02000001,1,47,2,2587
1723,E02000001,1,47,2,986
1724,E02000001,1,47,2,2332
1725,E02000001,1,47,2,2860
1726,E02000001,1,47,2,3126
1727,E02000001,1,47,2,700
1728,E02000001,1,47,2,274
1729,E02000001,1,47,2,1894
1730,E02000001,1,47,2,927
1731,E02000001,1,47,2,1773
1732,E02000001,1,47,2,1145
1733,E02000001,1,47,2,5478
1734,E02000001,1,47,2,2570
1735,E02000001,1,47,2,948
1736,E02000001,1,47,2,2568
1737,E02000001,1,47,2,3647
1738,E02000001,1,47,2,3441
1739,E02000001,1,47,2,3965
1740,E02000001,1,47,2,2609
1741,E02000001,1,47,2,4026
1742,E02000001,1,47,2,2700
1743,E02000001,1,47,3,4034
1744,E02000001,1,47,3,4769
1745,E02000001,1,47,4,760
1746,E02000001,1,47,4,1348
1747,E02000001,1,47,4,2690
1748,E02000001,1,47,4,2171
1749,E02000001,1,47,4,2923
1750,E02000001,1,47,4,2077
1751,E02000001,1,47,4,5300
1752,E02000001,1,47,4,1658
1753,E02000001,1,47,4,1590
1754,E02000001,1,47,4,4169
1755,E02000001,1,47,5,2113
1756,E02000001,1,47,5,1911
1757,E02000001,1,47,5,4820
1758,E02000001,1,47,6,3175
1759,E02000001,1,47,6,3904
1760,E02000001,1,47,6,1272
1761,E02000001,1,47,6,30
1762,E02000001,1,47,6,1704
1763,E02000001,1,47,6,4121
1764,E02000001,1,47,6,1656
1765,E02000001,1,47,7,1985
1766,E02000001,1,47,8,2116
1767,E02000001,1,47,8,3944
1768,E02000001,1,48,2,3423
1769,E02000001,1,48,2,5195
1770,E02000001,1,48,2,4773
1771,E02000001,1,48,2,834
1772,E02000001,1,48,2,2487
1773,E02000001,1,48,2,830
1774,E02000001,1,48,2,5137
1775,E02000001,1,48,2,1738
1776,E02000001,1,48,2,1279
1777,E02000001,1,48,2,3897
1778,E02000001,1,48,2,2643
1779,E02000001,1,48,2,1271
1780,E02000001,1,48,2,4890
1781,E02000001,1,48,2,2888
1782,E02000001,1,48,2,3190
1783,E02000001,1,48,2,2249
1784,E02000001,1,48,2,294
1785,E02000001,1,48,2,2695
1786,E02000001,1,48,2,722
1787,E02000001,1,48,2,1918
1788,E02000001,1,48,2,2312
1789,E02000001,1,48,2,1544
1790,E02000001,1,48,2,5287
1791,E02000001,1,48,2,4380
1792,E02000001,1,48,2,2976
1793,E02000001,1,48,2,1047
1794,E02000001,1,48,2,1641
1795,E02000001,1,48,2,1742
1796,E02000001,1,48,2,2916
1797,E02000001,1,48,2,2690
1798,E02000001,1,48,2,1048
1799,E02000001,1,48,2,5300
1800,E02000001,1,48,2,2286
1801,E02000001,1,48,2,1517
1802,E02000001,1,48,2,1046
1803,E02000001,1,48,2,4071
1804,E02000001,1,48,2,2086
1805,E02000001,1,48,2,1328
1806,E02000001,1,48,2,1272
1807,E02000001,1,48,2,764
1808,E02000001,1,48,2,1214
1809,E02000001,1,48,2,2058
1810,E02000001,1,48,3,4333
1811,E02000001,1,48,3,2665
1812,E02000001,1,48,4,2271
1813,E02000001,1,48,4,4647
1814,E02000001,1,48,4,2304
1815,E02000001,1,48,4,1966
1816,E02000001,1,48,4,1188
1817,E02000001,1,48,4,1657
1818,E02000001,1,48,4,4612
1819,E02000001,1,48,4,1136
1820,E02000001,1,48,4,4065
1821,E02000001,1,48,4,2959
1822,E02000001,1,48,4,3162
1823,E02000001,1,48,5,1517
1824,E02000001,1,48,5,612
1825,E02000001,1,48,5,1581
1826,E02000001,1,48,6,1265
1827,E02000001,1,48,6,5147
1828,E02000001,1,48,6,2539
1829,E02000001,1,48,6,5307
1830,E02000001,1,48,6,4963
1831,E02000001,1,48,6,4071
1832,E02000001,1,48,6,2311
1833,E02000001,1,48,6,442
1834,E02000001,1,48,8,3609
1835,E02000001,1,49,2,1550
1836,E02000001,1,49,2,896
1837,E02000001,1,49,2,188
1838,E02000001,1,49,2,3466
1839,E02000001,1,49,2,3838
1840,E02000001,1,49,2,970
1841,E02000001,1,49,2,4698
1842,E02000001,1,49,2,5373
1843,E02000001,1,49,2,5226
1844,E02000001,1,49,2,533
1845,E02000001,1,49,2,973
1846,E02000001,1,49,2,5512
1847,E02000001,1,49,2,5452
1848,E02000001,1,49,2,2067
1849,E02000001,1,49,2,3477
1850,E02000001,1,49,2,817
1851,E02000001,1,49,2,205
1852,E02000001,1,49,2,4044
1853,E02000001,1,49,2,3869
1854,E02000001,1,49,2,748
1855,E02000001,1,49,2,1354
1856,E02000001,1,49,2,714
1857,E02000001,1,49,2,2668
1858,E02000001,1,49,2,5173
1859,E02000001,1,49,2,751
1860,E02000001,1,49,2,5446
1861,E02000001,1,49,2,791
1862,E02000001,1,49,2,5252
1863,E02000001,1,49,2,278
1864,E02000001,1,49,2,1289
1865,E02000001,1,49,2,1121
1866,E02000001,1,49,2,122
1867,E02000001,1,49,2,4219
1868,E02000001,1,49,2,362
1869,E02000001,1,49,3,3846
1870,E02000001,1,49,4,1113
1871,E02000001,1,49,4,4344
1872,E02000001,1,49,4,3271
1873,E02000001,1,49,4,3752
1874,E02000001,1,49,4,3128
1875,E02000001,1,49,4,3281
1876,E02000001,1,49,4,1010
1877,E02000001,1,49,4,1710
1878,E02000001,1,49,4,1312
1879,E02000001,1,49,4,790
1880,E02000001,1,49,4,3275
1881,E02000001,1,49,4,827
1882,E02000001,1,49,4,714
1883,E02000001,1,49,4,4056
1884,E02000001,1,49,5,1161
1885,E02000001,1,49,6,3431
1886,E02000001,1,49,6,4964
1887,E02000001,1,49,6,3204
1888,E02000001,1,49,6,3797
1889,E02000001,1,49,6,5250
1890,E02000001,1,49,6,5258
1891,E02000001,1,49,6,5401
1892,E02000001,1,49,6,1803
1893,E02000001,1,49,7,4891
1894,E02000001,1,49,8,5177
1895,E02000001,1,49,8,3203
1896,E02000001,1,50,2,1768
1897,E02000001,1,50,2,3059
1898,E02000001,1,50,2,562
1899,E02000001,1,50,2,3068
1900,E02000001,1,50,2,4802
1901,E02000001,1,50,2,1384
1902,E02000001,1,50,2,4841
1903,E02000001,1,50,2,2841
1904,E02000001,1,50,2,649
1905,E02000001,1,50,2,1538
1906,E02000001,1,50,2,128
1907,E02000001,1,50,2,502
1908,E02000001,1,50,2,1895
1909,E02000001,1,50,2,2314
1910,E02000001,1,50,2,4581
1911,E02000001,1,50,2,766
1912,E02000001,1,50,2,1761
1913,E02000001,1,50,2,1337
1914,E02000001,1,50,2,3217
1915,E02000001,1,50,2,5310
1916,E02000001,1,50,2,1136
1917,E02000001,1,50,2,2535
1918,E02000001,1,50,2,827
1919,E02000001,1,50,2,5181
1920,E02000001,1,50,2,210
1921,E02000001,1,50,2,3204
1922,E02000001,1,50,2,2548
1923,E02000001,1,50,2,4820
1924,E02000001,1,50,2,353
1925,E02000001,1,50,2,4121
1926,E02000001,1,50,2,1233
1927,E02000001,1,50,2,3944
1928,E02000001,1,50,2,856
1929,E02000001,1,50,2,79
1930,E02000001,1,50,2,3762
1931,E02000001,1,50,2,4059
1932,E02000001,1,50,2,4798
1933,E02000001,1,50,2,2946
1934,E02000001,1,50,2,4808
1935,E02000001,1,50,2,2582
1936,E02000001,1,50,2,306
1937,E02000001,1,50,2,1554
1938,E02000001,1,50,2,5268
1939,E02000001,1,50,2,2620
1940,E02000001,1,50,2,1787
1941,E02000001,1,50,2,1098
1942,E02000001,1,50,2,558
1943,E02000001,1,50,2,713
1944,E02000001,1,50,2,1240
1945,E02000001,1,50,2,252
1946,E02000001,1,50,2,309
1947,E02000001,1,50,2,3131
1948,E02000001,1,50,3,3748
1949,E02000001,1,50,4,2049
1950,E02000001,1,50,4,3454
1951,E02000001,1,50,4,557
1952,E02000001,1,50,4,4376
1953,E02000001,1,50,4,1926
1954,E02000001,1,50,4,29
1955,E02000001,1,50,4,1907
1956,E02000001,1,50,4,62
1957,E02000001,1,50,4,1642
1958,E02000001,1,50,4,5448
1959,E02000001,1,50,4,5230
1960,E02000001,1,50,4,1852
1961,E02000001,1,50,4,3658
1962,E02000001,1,50,5,4906
1963,E02000001,1,50,5,2548
1964,E02000001,1,50,5,1999
1965,E02000001,1,50,6,815
1966,E02000001,1,50,6,3795
1967,E02000001,1,50,6,1726
1968,E02000001,1,50,6,1467
1969,E02000001,1,50,6,4940
1970,E02000001,1,50,7,3122
1971,E02000001,1,50,7,1941
1972,E02000001,1,50,8,130
1973,E02000001,1,51,2,4209
1974,E02000001,1,51,2,545
1975,E02000001,1,51,2,1914
1976,E02000001,1,51,2,1472
1977,E02000001,1,51,2,2222
1978,E02000001,1,51,2,521
1979,E02000001,1,51,2,3556
1980,E02000001,1,51,2,4635
1981,E02000001,1,51,2,3983
1982,E02000001,1,51,2,4955
1983,E02000001,1,51,2,3991
1984,E02000001,1,51,2,3150
1985,E02000001,1,51,2,1501
1986,E02000001,1,51,2,2550
1987,E02000001,1,51,2,5372
1988,E02000001,1,51,2,5469
1989,E02000001,1,51,2,5472
1990,E02000001,1,51,2,755
1991,E02000001,1,51,2,3933
1992,E02000001,1,51,2,1008
1993,E02000001,1,51,2,1357
1994,E02000001,1,51,2,162
1995,E02000001,1,51,2,3485
1996,E02000001,1,51,2,4170
1997,E02000001,1,51,2,1972
1998,E02000001,1,51,2,397
1999,E02000001,1,51,2,2523
2000,E02000001,1,51,2,3446
2001,E02000001,1,51,2,1730
2002,E02000001,1,51,2,2262
2003,E02000001,1,51,2,1907
2004,E02000001,1,51,2,2150
2005,E02000001,1,51,2,1281
2006,E02000001,1,51,2,1803
2007,E02000001,1,51,2,3203
2008,E02000001,1,51,2,3609
2009,E02000001,1,51,2,2113
2010,E02000001,1,51,2,1999
2011,E02000001,1,51,3,3646
2012,E02000001,1,51,4,1370
2013,E02000001,1,51,4,5519
2014,E02000001,1,51,4,123
2015,E02000001,1,51,4,1477
2016,E02000001,1,51,4,3586
2017,E02000001,1,51,4,3928
2018,E02000001,1,51,4,3446
2019,E02000001,1,51,4,2957
2020,E02000001,1,51,4,121
2021,E02000001,1,51,4,4118
2022,E02000001,1,51,4,2508
2023,E02000001,1,51,5,5235
2024,E02000001,1,51,6,3880
2025,E02000001,1,51,6,3453
2026,E02000001,1,51,6,595
2027,E02000001,1,51,6,2387
2028,E02000001,1,51,6,5410
2029,E02000001,1,51,7,3404
2030,E02000001,1,51,8,4936
2031,E02000001,1,52,2,2054
2032,E02000001,1,52,2,851
2033,E02000001,1,52,2,4695
2034,E02000001,1,52,2,5421
2035,E02000001,1,52,2,843
2036,E02000001,1,52,2,3463
2037,E02000001,1,52,2,1729
2038,E02000001,1,52,2,5227
2039,E02000001,1,52,2,2591
2040,E02000001,1,52,2,598
2041,E02000001,1,52,2,53
2042,E02000001,1,52,2,4856
2043,E02000001,1,52,2,2237
2044,E02000001,1,52,2,1951
2045,E02000001,1,52,2,5404
2046,E02000001,1,52,2,251
2047,E02000001,1,52,2,4158
2048,E02000001,1,52,2,1
2049,E02000001,1,52,2,1591
2050,E02000001,1,52,2,171
2051,E02000001,1,52,2,3999
2052,E02000001,1,52,2,1799
2053,E02000001,1,52,2,4873
2054,E02000001,1,52,2,5229
2055,E02000001,1,52,2,3132
2056,E02000001,1,52,2,745
2057,E02000001,1,52,2,5496
2058,E02000001,1,52,2,4221
2059,E02000001,1,52,2,3573
2060,E02000001,1,52,2,4346
2061,E02000001,1,52,2,1926
2062,E02000001,1,52,2,1161
2063,E02000001,1,52,2,65
2064,E02000001,1,52,3,2346
2065,E02000001,1,52,3,3579
2066,E02000001,1,52,4,2310
2067,E02000001,1,52,4,1487
2068,E02000001,1,52,4,4454
2069,E02000001,1,52,4,5175
2070,E02000001,1,52,4,23
2071,E02000001,1,52,4,3997
2072,E02000001,1,52,4,1513
2073,E02000001,1,52,4,1730
2074,E02000001,1,52,4,4233
2075,E02000001,1,52,5,2252
2076,E02000001,1,52,5,5325
2077,E02000001,1,52,6,1793
2078,E02000001,1,52,6,2316
2079,E02000001,1,52,6,2664
2080,E02000001,1,52,6,3904
2081,E02000001,1,52,6,1174
2082,E02000001,1,52,6,353
2083,E02000001,1,52,6,1233
2084,E02000001,1,52,6,2879
2085,E02000001,1,52,7,2494
2086,E02000001,1,53,2,5470
2087,E02000001,1,53,2,3402
2088,E02000001,1,53,2,5189
2089,E02000001,1,53,2,2937
2090,E02000001,1,53,2,1521
2091,E02000001,1,53,2,3878
2092,E02000001,1,53,2,1716
2093,E02000001,1,53,2,4852
2094,E02000001,1,53,2,3084
2095,E02000001,1,53,2,4828
2096,E02000001,1,53,2,4438
2097,E02000001,1,53,2,176
2098,E02000001,1,53,2,2869
2099,E02000001,1,53,2,455
2100,E02000001,1,53,2,2923
2101,E02000001,1,53,2,2959
2102,E02000001,1,53,2,1462
2103,E02000001,1,53,2,5230
2104,E02000001,1,53,2,1590
2105,E02000001,1,53,2,3658
2106,E02000001,1,53,2,5410
2107,E02000001,1,53,2,4042
2108,E02000001,1,53,2,3870
2109,E02000001,1,53,2,5222
2110,E02000001,1,53,2,1619
2111,E02000001,1,53,2,1872
2112,E02000001,1,53,2,881
2113,E02000001,1,53,2,695
2114,E02000001,1,53,2,156
2115,E02000001,1,53,2,644
2116,E02000001,1,53,2,5251
2117,E02000001,1,53,2,3269
2118,E02000001,1,53,3,363
2119,E02000001,1,53,3,2950
2120,E02000001,1,53,4,318
2121,E02000001,1,53,4,3243
2122,E02000001,1,53,4,3828
2123,E02000001,1,53,4,1309
2124,E02000001,1,53,4,1726
2125,E02000001,1,53,4,3875
2126,E02000001,1,53,4,4965
2127,E02000001,1,53,5,1582
2128,E02000001,1,53,5,2262
2129,E02000001,1,53,6,1350
2130,E02000001,1,53,6,1724
2131,E02000001,1,53,6,6
2132,E02000001,1,53,6,5257
2133,E02000001,1,53,6,5538
2134,E02000001,1,53,6,1466
2135,E02000001,1,53,6,2493
2136,E02000001,1,53,7,727
2137,E02000001,1,53,8,683
2138,E02000001,1,53,8,2196
2139,E02000001,1,54,2,725
2140,E02000001,1,54,2,2963
2141,E02000001,1,54,2,1848
2142,E02000001,1,54,2,786
2143,E02000001,1,54,2,4425
2144,E02000001,1,54,2,1713
2145,E02000001,1,54,2,1105
2146,E02000001,1,54,2,2551
2147,E02000001,1,54,2,687
2148,E02000001,1,54,2,4327
2149,E02000001,1,54,2,1344
2150,E02000001,1,54,2,740
2151,E02000001,1,54,2,371
2152,E02000001,1,54,2,5243
2153,E02000001,1,54,2,1269
2154,E02000001,1,54,2,2517
2155,E02000001,1,54,2,2918
2156,E02000001,1,54,2,169
2157,E02000001,1,54,2,5325
2158,E02000001,1,54,2,4963
2159,E02000001,1,54,2,5401
2160,E02000001,1,54,2,1239
2161,E02000001,1,54,2,2164
2162,E02000001,1,54,2,4867
2163,E02000001,1,54,2,2968
2164,E02000001,1,54,2,1720
2165,E02000001,1,54,2,3210
2166,E02000001,1,54,2,3075
2167,E02000001,1,54,2,3398
2168,E02000001,1,54,2,1358
2169,E02000001,1,54,2,3676
2170,E02000001,1,54,2,559
2171,E02000001,1,54,2,1807
2172,E02000001,1,54,2,163
2173,E02000001,1,54,2,2612
2174,E02000001,1,54,2,319
2175,E02000001,1,54,3,2619
2176,E02000001,1,54,3,3250
2177,E02000001,1,54,4,1403
2178,E02000001,1,54,4,3214
2179,E02000001,1,54,4,1833
2180,E02000001,1,54,4,119
2181,E02000001,1,54,4,3480
2182,E02000001,1,54,4,5218
2183,E02000001,1,54,4,322
2184,E02000001,1,54,4,4942
2185,E02000001,1,54,4,58
2186,E02000001,1,54,4,756
2187,E02000001,1,54,4,115
2188,E02000001,1,54,5,5312
2189,E02000001,1,54,5,1934
2190,E02000001,1,54,6,1303
2191,E02000001,1,54,6,4066
2192,E02000001,1,54,6,5215
2193,E02000001,1,54,6,4746
2194,E02000001,1,54,6,856
2195,E02000001,1,54,7,4868
2196,E02000001,1,54,7,5250
2197,E02000001,1,54,8,1289
2198,E02000001,1,55,2,3879
2199,E02000001,1,55,2,1332
2200,E02000001,1,55,2,868
2201,E02000001,1,55,2,4326
2202,E02000001,1,55,2,1733
2203,E02000001,1,55,2,2982
2204,E02000001,1,55,2,1863
2205,E02000001,1,55,2,964
2206,E02000001,1,55,2,4835
2207,E02000001,1,55,2,3903
2208,E02000001,1,55,2,2504
2209,E02000001,1,55,2,1989
2210,E02000001,1,55,2,254
2211,E02000001,1,55,2,5423
2212,E02000001,1,55,2,4666
2213,E02000001,1,55,2,862
2214,E02000001,1,55,2,1997
2215,E02000001,1,55,2,35
2216,E02000001,1,55,2,2117
2217,E02000001,1,55,2,4322
2218,E02000001,1,55,2,5178
2219,E02000001,1,55,2,3586
2220,E02000001,1,55,2,2077
2221,E02000001,1,55,2,2678
2222,E02000001,1,55,2,2957
2223,E02000001,1,55,2,1582
2224,E02000001,1,55,2,4068
2225,E02000001,1,55,2,322
2226,E02000001,1,55,2,1704
2227,E02000001,1,55,2,1934
2228,E02000001,1,55,2,2116
2229,E02000001,1,55,2,683
2230,E02000001,1,55,2,4746
2231,E02000001,1,55,2,2879
2232,E02000001,1,55,2,2196
2233,E02000001,1,55,2,456
2234,E02000001,1,55,2,4618
2235,E02000001,1,55,2,5288
2236,E02000001,1,55,2,514
2237,E02000001,1,55,2,2247
2238,E02000001,1,55,3,4780
2239,E02000001,1,55,3,375
2240,E02000001,1,55,4,4390
2241,E02000001,1,55,4,5178
2242,E02000001,1,55,4,4694
2243,E02000001,1,55,4,4191
2244,E02000001,1,55,4,1170
2245,E02000001,1,55,4,4872
2246,E02000001,1,55,4,98
2247,E02000001,1,55,4,444
2248,E02000001,1,55,4,4068
2249,E02000001,1,55,4,2162
2250,E02000001,1,55,5,2103
2251,E02000001,1,55,5,704
2252,E02000001,1,55,6,1732
2253,E02000001,1,55,6,5380
2254,E02000001,1,55,6,4817
2255,E02000001,1,55,6,791
2256,E02000001,1,55,6,1352
2257,E02000001,1,55,6,2384
2258,E02000001,1,55,6,4428
2259,E02000001,1,55,7,1889
2260,E02000001,1,55,8,1401
2261,E02000001,1,56,2,1186
2262,E02000001,1,56,2,2934
2263,E02000001,1,56,2,1470
2264,E02000001,1,56,2,503
2265,E02000001,1,56,2,381
2266,E02000001,1,56,2,5396
2267,E02000001,1,56,2,1082
2268,E02000001,1,56,2,853
2269,E02000001,1,56,2,3938
2270,E02000001,1,56,2,3451
2271,E02000001,1,56,2,2363
2272,E02000001,1,56,2,1719
2273,E02000001,1,56,2,939
2274,E02000001,1,56,2,2375
2275,E02000001,1,56,2,5216
2276,E02000001,1,56,2,4067
2277,E02000001,1,56,2,1215
2278,E02000001,1,56,2,754
2279,E02000001,1,56,2,2281
2280,E02000001,1,56,2,5249
2281,E02000001,1,56,2,172
2282,E02000001,1,56,2,3162
2283,E02000001,1,56,2,4118
2284,E02000001,1,56,2,3268
2285,E02000001,1,56,2,3118
2286,E02000001,1,56,2,2384
2287,E02000001,1,56,2,684
2288,E02000001,1,56,2,1158
2289,E02000001,1,56,2,4428
2290,E02000001,1,56,2,4942
2291,E02000001,1,56,2,1174
2292,E02000001,1,56,2,5257
2293,E02000001,1,56,2,1943
2294,E02000001,1,56,2,158
2295,E02000001,1,56,2,58
2296,E02000001,1,56,2,5135
2297,E02000001,1,56,2,4069
2298,E02000001,1,56,2,4936
2299,E02000001,1,56,2,5538
2300,E02000001,1,56,2,756
2301,E02000001,1,56,2,1401
2302,E02000001,1,56,2,1466
2303,E02000001,1,56,2,30
2304,E02000001,1,56,2,2493
2305,E02000001,1,56,3,3940
2306,E02000001,1,56,3,5221
2307,E02000001,1,56,3,494
2308,E02000001,1,56,4,4702
2309,E02000001,1,56,4,1623
2310,E02000001,1,56,4,3961
2311,E02000001,1,56,4,4611
2312,E02000001,1,56,4,4378
2313,E02000001,1,56,4,153
2314,E02000001,1,56,4,1306
2315,E02000001,1,56,4,1873
2316,E02000001,1,56,4,4830
2317,E02000001,1,56,4,3118
2318,E02000001,1,56,4,4122
2319,E02000001,1,56,4,1496
2320,E02000001,1,56,4,1180
2321,E02000001,1,56,4,4228
2322,E02000001,1,56,4,3655
2323,E02000001,1,56,5,4218
2324,E02000001,1,56,5,2922
2325,E02000001,1,56,6,4191
2326,E02000001,1,56,6,1656
2327,E02000001,1,56,6,1396
2328,E02000001,1,56,6,3076
2329,E02000001,1,56,6,4061
2330,E02000001,1,56,6,684
2331,E02000001,1,56,6,1158
2332,E02000001,1,56,6,1239
2333,E02000001,1,56,8,2881
2334,E02000001,1,57,2,3179
2335,E02000001,1,57,2,1559
2336,E02000001,1,57,2,4590
2337,E02000001,1,57,2,5143
2338,E02000001,1,57,2,3989
2339,E02000001,1,57,2,3669
2340,E02000001,1,57,2,2642
2341,E02000001,1,57,2,5461
2342,E02000001,1,57,2,4386
2343,E02000001,1,57,2,3467
2344,E02000001,1,57,2,4978
2345,E02000001,1,57,2,150
2346,E02000001,1,57,2,5375
2347,E02000001,1,57,2,4136
2348,E02000001,1,57,2,1172
2349,E02000001,1,57,2,60
2350,E02000001,1,57,2,3961
2351,E02000001,1,57,2,4694
2352,E02000001,1,57,2,4872
2353,E02000001,1,57,2,1561
2354,E02000001,1,57,2,1173
2355,E02000001,1,57,2,2162
2356,E02000001,1,57,2,153
2357,E02000001,1,57,2,5235
2358,E02000001,1,57,2,4607
2359,E02000001,1,57,2,763
2360,E02000001,1,57,2,5331
2361,E02000001,1,57,3,29
2362,E02000001,1,57,4,2676
2363,E02000001,1,57,4,2342
2364,E02000001,1,57,4,210
2365,E02000001,1,57,4,365
2366,E02000001,1,57,4,2678
2367,E02000001,1,57,4,3805
2368,E02000001,1,57,4,1178
2369,E02000001,1,57,4,2150
2370,E02000001,1,57,5,603
2371,E02000001,1,57,6,3929
2372,E02000001,1,57,6,2103
2373,E02000001,1,57,6,1399
2374,E02000001,1,57,6,1122
2375,E02000001,1,57,6,1127
2376,E02000001,1,57,6,4607
2377,E02000001,1,57,6,5179
2378,E02000001,1,57,8,1625
2379,E02000001,1,57,8,4975
2380,E02000001,1,58,2,715
2381,E02000001,1,58,2,1964
2382,E02000001,1,58,2,5504
2383,E02000001,1,58,2,4184
2384,E02000001,1,58,2,4667
2385,E02000001,1,58,2,2041
2386,E02000001,1,58,2,5515
2387,E02000001,1,58,2,2980
2388,E02000001,1,58,2,828
2389,E02000001,1,58,2,331
2390,E02000001,1,58,2,1109
2391,E02000001,1,58,2,2255
2392,E02000001,1,58,2,4678
2393,E02000001,1,58,2,1321
2394,E02000001,1,58,2,76
2395,E02000001,1,58,2,3637
2396,E02000001,1,58,2,716
2397,E02000001,1,58,2,3924
2398,E02000001,1,58,2,3113
2399,E02000001,1,58,2,1805
2400,E02000001,1,58,2,5206
2401,E02000001,1,58,2,1659
2402,E02000001,1,58,2,1798
2403,E02000001,1,58,2,123
2404,E02000001,1,58,2,2606
2405,E02000001,1,58,2,4056
2406,E02000001,1,58,2,98
2407,E02000001,1,58,2,4706
2408,E02000001,1,58,2,561
2409,E02000001,1,58,2,4032
2410,E02000001,1,58,2,1852
2411,E02000001,1,58,2,5306
2412,E02000001,1,58,2,2387
2413,E02000001,1,58,2,4940
2414,E02000001,1,58,3,2282
2415,E02000001,1,58,4,3672
2416,E02000001,1,58,4,350
2417,E02000001,1,58,4,1878
2418,E02000001,1,58,4,4134
2419,E02000001,1,58,4,4168
2420,E02000001,1,58,4,2606
2421,E02000001,1,58,4,2219
2422,E02000001,1,58,4,3216
2423,E02000001,1,58,4,2313
2424,E02000001,1,58,4,4196
2425,E02000001,1,58,5,399
2426,E02000001,1,58,6,135
2427,E02000001,1,58,6,359
2428,E02000001,1,58,6,195
2429,E02000001,1,58,6,4032
2430,E02000001,1,58,6,199
2431,E02000001,1,58,7,4662
2432,E02000001,1,58,8,1734
2433,E02000001,1,59,2,2269
2434,E02000001,1,59,2,1690
2435,E02000001,1,59,2,3125
2436,E02000001,1,59,2,3442
2437,E02000001,1,59,2,2489
2438,E02000001,1,59,2,4837
2439,E02000001,1,59,2,680
2440,E02000001,1,59,2,5453
2441,E02000001,1,59,2,4795
2442,E02000001,1,59,2,668
2443,E02000001,1,59,2,1935
2444,E02000001,1,59,2,4178
2445,E02000001,1,59,2,1508
2446,E02000001,1,59,2,179
2447,E02000001,1,59,2,1548
2448,E02000001,1,59,2,1530
2449,E02000001,1,59,2,655
2450,E02000001,1,59,2,749
2451,E02000001,1,59,2,1513
2452,E02000001,1,59,2,365
2453,E02000001,1,59,2,324
2454,E02000001,1,59,2,3805
2455,E02000001,1,59,2,1709
2456,E02000001,1,59,2,1178
2457,E02000001,1,59,2,2313
2458,E02000001,1,59,2,2508
2459,E02000001,1,59,2,4932
2460,E02000001,1,59,2,6
2461,E02000001,1,59,2,1127
2462,E02000001,1,59,2,1352
2463,E02000001,1,59,2,595
2464,E02000001,1,59,2,4218
2465,E02000001,1,59,2,2922
2466,E02000001,1,59,2,449
2467,E02000001,1,59,3,3212
2468,E02000001,1,59,4,602
2469,E02000001,1,59,4,3251
2470,E02000001,1,59,4,1626
2471,E02000001,1,59,4,27
2472,E02000001,1,59,4,498
2473,E02000001,1,59,4,68
2474,E02000001,1,59,4,1561
2475,E02000001,1,59,5,157
2476,E02000001,1,59,5,1973
2477,E02000001,1,59,6,2932
2478,E02000001,1,59,6,1509
2479,E02000001,1,59,6,826
2480,E02000001,1,59,6,1785
2481,E02000001,1,59,7,1286
2482,E02000001,1,59,7,1911
2483,E02000001,1,59,7,2121
2484,E02000001,1,59,7,4075
2485,E02000001,1,59,8,2498
2486,E02000001,1,60,2,3563
2487,E02000001,1,60,2,340
2488,E02000001,1,60,2,1206
2489,E02000001,1,60,2,3604
2490,E02000001,1,60,2,2908
2491,E02000001,1,60,2,3888
2492,E02000001,1,60,2,3460
2493,E02000001,1,60,2,2580
2494,E02000001,1,60,2,2257
2495,E02000001,1,60,2,4397
2496,E02000001,1,60,2,3154
2497,E02000001,1,60,2,2964
2498,E02000001,1,60,2,2156
2499,E02000001,1,60,2,1739
2500,E02000001,1,60,2,4345
2501,E02000001,1,60,2,4816
2502,E02000001,1,60,2,1274
2503,E02000001,1,60,2,4702
2504,E02000001,1,60,2,1171
2505,E02000001,1,60,2,2219
2506,E02000001,1,60,2,119
2507,E02000001,1,60,3,4898
2508,E02000001,1,60,4,4110
2509,E02000001,1,60,4,3272
2510,E02000001,1,60,4,4238
2511,E02000001,1,60,4,429
2512,E02000001,1,60,4,3129
2513,E02000001,1,60,4,2366
2514,E02000001,1,60,4,1782
2515,E02000001,1,60,5,1555
2516,E02000001,1,60,5,4706
2517,E02000001,1,60,6,191
2518,E02000001,1,60,6,312
2519,E02000001,1,60,6,1529
2520,E02000001,1,60,7,4971
2521,E02000001,1,61,2,3278
2522,E02000001,1,61,2,1983
2523,E02000001,1,61,2,1151
2524,E02000001,1,61,2,2574
2525,E02000001,1,61,2,5493
2526,E02000001,1,61,2,956
2527,E02000001,1,61,2,1458
2528,E02000001,1,61,2,4146
2529,E02000001,1,61,2,3606
2530,E02000001,1,61,2,994
2531,E02000001,1,61,2,4764
2532,E02000001,1,61,2,5211
2533,E02000001,1,61,2,4588
2534,E02000001,1,61,2,406
2535,E02000001,1,61,2,2322
2536,E02000001,1,61,2,4128
2537,E02000001,1,61,2,354
2538,E02000001,1,61,2,1549
2539,E02000001,1,61,2,3086
2540,E02000001,1,61,2,2388
2541,E02000001,1,61,2,68
2542,E02000001,1,61,2,70
2543,E02000001,1,61,2,4378
2544,E02000001,1,61,2,1969
2545,E02000001,1,61,2,157
2546,E02000001,1,61,2,1973
