HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO
2860,E00000026,5,-2,3,1,-2,1,3,1,-1,1,1,2,3
1085,E00000016,5,-2,2,1,-2,1,3,1,-1,2,3,2,1
1973,E00000021,5,-2,6,3,-2,2,3,2,-1,2,1,4,1
326,E00000005,5,-2,3,2,-2,2,2,1,-1,2,1,2,1
3293,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
505,E00000007,5,-2,3,1,-2,1,4,2,-1,2,1,6,2
1575,E00000018,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1675,E00000019,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4506,E00166755,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
4005,E00000032,5,-2,5,4,-2,2,3,2,-1,2,7,2,2
4787,E00166757,5,-2,2,3,-2,2,4,2,-1,2,1,2,1
3362,E00000027,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
4075,E00000032,5,-2,5,5,-2,4,5,4,-1,2,3,6,1
1729,E00000020,5,-2,3,1,-2,1,2,1,-1,1,2,6,1
2425,E00000024,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1
751,E00000012,5,-2,5,2,-2,2,3,1,-1,2,3,7,1
4958,E00166757,5,-2,6,1,-2,1,4,2,-1,2,2,2,1
4593,E00166756,5,-2,3,1,-2,1,1,1,-1,2,2,4,1
617,E00000010,5,-2,5,1,-2,1,2,1,-1,2,6,2,1
1178,E00000016,5,-2,3,3,-2,2,4,2,-1,2,1,2,2
1197,E00000016,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
2793,E00000025,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
5439,E00166759,5,-2,3,1,-2,1,4,1,-1,2,1,6,1
3453,E00000028,5,-2,6,5,-2,2,2,1,-1,1,2,6,1
5036,E00166757,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
2243,E00000023,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
772,E00000012,5,-2,5,2,-2,3,4,1,-1,2,8,2,1
5140,E00166758,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
4959,E00166757,5,-2,6,1,-2,1,4,2,-1,2,1,4,1
4063,E00000032,5,-2,5,2,-2,4,5,3,-1,2,4,2,1
1976,E00000021,5,-2,6,5,-2,2,3,2,-1,2,1,6,1
5464,E00166759,5,-2,5,1,-2,1,3,1,-1,2,2,4,1
5212,E00166758,5,-2,2,1,-2,1,5,3,-1,2,3,2,2
5346,E00166758,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
1614,E00000019,5,-2,3,1,-2,1,3,1,-1,2,1,2,3
853,E00000013,5,-2,3,1,-2,1,4,2,-1,2,2,2,1
579,E00000007,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3330,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1000,E00000014,5,-2,5,1,-2,1,2,1,-1,2,5,4,1
3126,E00000027,5,-2,3,1,-2,1,3,2,-1,2,1,4,1
1325,E00000017,5,-2,3,1,-2,1,4,3,-1,2,4,2,2
1896,E00000021,5,-2,3,1,-2,1,3,1,-1,2,1,2,1
4233,E00000035,5,-2,6,3,-2,2,5,2,-1,2,2,6,2
2510,E00000025,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
2750,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
612,E00000010,5,-2,5,3,-2,2,1,1,-1,2,2,2,1
3268,E00000027,5,-2,6,3,-2,2,4,2,-1,2,1,2,1
3128,E00000027,5,-2,3,5,-2,2,3,1,-1,2,1,2,2
2492,E00000025,5,-2,2,1,-2,1,1,1,-1,2,4,4,2
2572,E00000025,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
1899,E00000021,5,-2,3,1,-2,1,3,1,-1,2,1,2,2
2050,E00000022,5,-2,2,1,-2,1,4,2,-1,2,1,2,2
4551,E00166756,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
2213,E00000023,5,-2,5,3,-2,3,4,2,-1,2,6,2,1
2275,E00000024,5,-2,3,1,-2,1,4,1,-1,2,2,2,1
5147,E00166758,5,-2,2,1,-2,1,3,1,-1,2,1,2,2
4189,E00000035,5,-2,6,1,-2,1,3,2,-1,2,2,6,1
469,E00000005,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
5227,E00166758,5,-2,2,1,-2,1,6,2,-1,2,2,2,1
5414,E00166759,5,-2,2,1,-2,1,6,1,-1,2,1,2,1
638,E00000010,5,-2,5,1,-2,1,3,1,-1,2,8,3,1
1509,E00000018,5,-2,3,3,-2,2,3,1,-1,2,1,2,3
4558,E00166756,5,-2,2,1,-2,1,1,1,-1,2,3,2,1
40,E00000001,5,-2,2,1,-2,1,6,1,-1,2,2,2,1
3707,E00000029,-2,-2,-1,-1,-2,0,5,1,-1,2,-1,-1,1
3437,E00000028,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
5207,E00166758,5,-2,2,2,-2,2,4,2,-1,2,1,4,1
5330,E00166758,5,-2,6,2,-2,2,4,2,-1,2,2,5,1
5507,E00166759,5,-2,6,4,-2,2,3,2,-1,2,1,4,1
5151,E00166758,5,-2,2,1,-2,1,3,1,-1,2,2,2,2
2335,E00000024,5,-2,6,3,-2,2,3,1,-1,2,2,2,1
4160,E00000035,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
4363,E00166755,5,-2,6,1,-2,1,2,1,-1,2,9,3,1
5342,E00166758,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1945,E00000021,5,-2,6,2,-2,2,2,1,-1,2,2,4,1
4970,E00166757,5,-2,6,3,-2,2,4,2,-1,2,2,2,1
4985,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
414,E00000005,5,-2,6,1,-2,1,3,1,-1,2,2,6,1
1086,E00000016,5,-2,2,1,-2,1,3,1,-1,2,7,2,1
943,E00000014,5,-2,2,1,-2,1,3,1,-1,2,3,3,1
3778,E00000030,5,-2,5,1,-2,1,2,1,-1,2,3,6,2
3454,E00000028,5,-2,6,5,-2,2,2,1,-1,2,1,4,1
92,E00000001,5,-2,6,4,-2,3,5,3,-1,2,2,2,1
2313,E00000024,5,-2,6,2,-2,2,2,1,-1,2,1,5,2
3706,E00000029,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
5482,E00166759,5,-2,6,1,-2,1,1,1,-1,2,9,4,1
4880,E00166757,5,-2,6,1,-2,1,3,1,-1,1,2,6,1
510,E00000007,5,-2,3,1,-2,1,5,3,-1,2,2,2,2
4812,E00166757,5,-2,3,1,-2,1,4,1,-1,2,2,2,1
2804,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4835,E00166757,3,-2,6,1,-2,1,2,1,-1,2,2,4,1
5101,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,1,-1,-1,1
4526,E00166755,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3872,E00000031,5,-2,2,1,-2,1,4,1,-1,2,5,2,2
3474,E00000028,5,-2,6,1,-2,1,3,2,-1,1,1,2,2
910,E00000013,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1
4791,E00166757,5,-2,2,2,-2,3,5,2,-1,2,3,6,1
894,E00000013,5,-2,6,3,-2,2,3,2,-1,2,1,2,1
2786,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3110,E00000027,5,-2,3,1,-2,1,2,1,-1,2,1,2,3
3281,E00000027,5,-2,6,5,-2,3,6,3,-1,2,1,4,1
3103,E00000027,5,-2,3,1,-2,1,2,1,-1,1,2,6,1
43,E00000001,5,-2,2,1,-2,1,6,3,-1,2,2,2,1
5034,E00166757,-2,-2,-1,-1,-2,0,4,1,-1,1,-1,-1,1
5535,E00166759,5,-2,6,4,-2,2,5,1,-1,2,2,2,1
5136,E00166758,5,-2,2,3,-2,2,2,1,-1,2,2,2,1
5261,E00166758,5,-2,3,2,-2,2,3,2,-1,2,1,2,3
1642,E00000019,5,-2,6,3,-2,2,3,2,-1,2,3,2,2
153,E00000003,5,-2,2,2,-2,2,6,3,-1,2,1,2,2
1663,E00000019,5,-2,6,2,-2,4,6,2,-1,2,2,5,1
447,E00000005,5,-2,6,4,-2,2,4,2,-1,2,2,4,1
838,E00000013,5,-2,2,2,-2,2,5,2,-1,2,1,2,1
2135,E00000022,5,-2,5,3,-2,4,5,2,-1,2,7,2,1
3588,E00000029,5,-2,5,4,-2,2,2,1,-1,2,3,2,2
3626,E00000029,5,-2,6,2,-2,2,1,1,-1,2,2,2,2
3751,E00000030,5,-2,3,4,-2,3,5,3,-1,2,2,2,2
1684,E00000020,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
4260,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1329,E00000017,5,-2,3,2,-2,4,4,2,-1,2,4,2,1
566,E00000007,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
828,E00000013,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
5325,E00166758,5,-2,6,2,-2,2,4,1,-1,2,1,2,3
1432,E00000017,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3233,E00000027,5,-2,6,1,-2,1,3,2,-1,1,2,2,1
1982,E00000021,5,-2,6,1,-2,1,4,1,-1,2,2,2,1
984,E00000014,5,-2,5,1,-2,1,2,1,-1,2,2,2,1
3500,E00000028,5,-2,6,5,-2,4,6,4,-1,2,2,4,1
5415,E00166759,5,-2,3,1,-2,1,1,1,-1,2,2,2,1
1071,E00000016,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
1123,E00000016,5,-2,2,4,-2,2,4,3,-1,2,2,2,2
5314,E00166758,5,-2,6,2,-2,3,3,2,-1,2,1,4,1
564,E00000007,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
4709,E00166756,-2,34,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
2437,E00000024,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
700,E00000012,5,-2,5,1,-2,1,1,1,-1,2,3,2,1
4801,E00166757,5,-2,3,1,-2,1,3,1,-1,2,1,2,1
637,E00000010,5,-2,5,1,-2,1,3,1,-1,2,7,2,1
1162,E00000016,5,-2,3,1,-2,1,4,1,-1,2,1,2,1
2553,E00000025,5,-2,5,1,-2,1,4,1,-1,2,6,2,2
3960,E00000032,5,-2,5,3,-2,2,1,1,-1,2,1,4,1
4394,E00166755,4,-2,6,1,-2,1,3,2,-1,2,2,2,1
4450,E00166755,5,-2,6,1,-2,1,5,3,-1,2,1,4,2
1806,E00000020,5,-2,6,1,-2,1,5,2,-1,2,2,2,1
2591,E00000025,5,-2,6,1,-2,1,3,1,-1,2,4,5,2
4608,E00166756,5,-2,3,5,-2,3,3,1,-1,2,1,2,1
1094,E00000016,5,-2,2,1,-2,1,3,2,-1,2,2,2,2
1423,E00000017,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
866,E00000013,5,-2,5,2,-2,2,2,1,-1,2,7,2,1
4129,E00000035,5,-2,3,2,-2,2,4,1,-1,2,1,3,2
5075,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
634,E00000010,5,-2,5,1,-2,1,3,1,-1,2,6,2,1
3682,E00000029,5,-2,6,4,-2,4,6,4,-1,2,7,2,1
3763,E00000030,5,-2,5,1,-2,1,2,1,-1,2,2,2,1
3347,E00000027,-2,-2,-1,-1,-2,0,6,1,-1,2,-1,-1,1
2240,E00000023,-2,27,-2,-1,12,-1,-1,-1,-1,2,-1,-1,1
1041,E00000014,5,-2,6,1,-2,1,2,1,-1,2,4,4,1
2150,E00000023,4,-2,2,2,-2,2,2,1,-1,2,1,2,2
2030,E00000021,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
2590,E00000025,5,-2,6,1,-2,1,3,1,-1,2,3,4,2
2958,E00000026,5,-2,6,3,-2,3,3,2,-1,2,2,4,1
1398,E00000017,5,-2,6,2,-2,3,6,4,-1,2,9,2,2
1347,E00000017,5,-2,3,2,-2,2,6,3,-1,2,2,2,1
1547,E00000018,5,-2,6,3,-2,2,3,1,-1,2,1,4,1
4663,E00166756,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
4516,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1330,E00000017,5,-2,3,1,-2,1,5,2,-1,2,1,2,1
5035,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1237,E00000016,5,-2,6,1,-2,1,4,3,-1,2,4,2,1
4874,E00166757,5,-2,6,3,-2,2,2,1,-1,2,9,3,1
3389,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,1,-1,-1,1
933,E00000014,5,-2,2,1,-2,1,2,1,-1,2,4,2,1
2891,E00000026,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
2848,E00000026,5,-2,2,5,-2,2,4,2,-1,2,4,3,1
4635,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
759,E00000012,5,-2,5,4,-2,2,3,1,-1,2,3,4,1
1987,E00000021,5,-2,6,1,-2,1,4,2,-1,2,1,4,2
2279,E00000024,5,-2,3,1,-2,1,4,2,-1,2,2,2,2
732,E00000012,5,-2,5,1,-2,1,3,1,-1,2,7,2,1
18,E00000001,5,-2,2,1,-2,1,5,3,-1,2,4,2,2
782,E00000012,5,-2,6,1,-2,1,2,1,-1,2,1,6,1
2358,E00000024,5,-2,6,1,-2,1,4,2,-1,2,2,4,1
1516,E00000018,5,-2,3,2,-2,2,5,3,-1,2,1,2,3
4587,E00166756,5,-2,3,1,-2,1,1,1,-1,2,2,2,1
4690,E00166756,5,-2,6,5,-2,2,3,2,-1,2,2,2,1
4549,E00166756,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
2111,E00000022,5,-2,5,2,-2,2,4,2,-1,2,5,2,1
3222,E00000027,5,-2,6,5,-2,2,2,1,-1,2,3,2,1
746,E00000012,5,-2,5,2,-2,2,3,1,-1,2,6,2,1
4482,E00166755,-2,-2,-1,-1,-2,0,5,4,-1,2,-1,-1,1
529,E00000007,5,-2,6,1,-2,1,3,1,-1,2,9,4,1
3310,E00000027,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3808,E00000030,5,-2,5,4,-2,3,4,2,-1,2,2,2,1
2503,E00000025,5,-2,2,1,-2,1,3,2,-1,2,1,2,1
4494,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4563,E00166756,5,-2,2,1,-2,1,1,1,-1,2,2,2,2
1046,E00000014,5,-2,6,2,-2,2,2,1,-1,2,1,4,1
298,E00000005,5,-2,2,1,-2,1,4,3,-1,2,2,2,2
4240,E00000035,-2,27,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
305,E00000005,5,-2,2,2,-2,2,4,2,-1,2,1,2,1
2308,E00000024,5,-2,6,1,-2,1,2,1,-1,2,1,4,2
2166,E00000023,5,-2,2,1,-2,1,5,2,-1,2,6,2,2
274,E00000005,5,-2,2,1,-2,1,3,2,-1,2,2,2,1
3384,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2508,E00000025,5,-2,2,2,-2,2,3,2,-1,2,2,2,1
2938,E00000026,5,-2,6,1,-2,1,3,2,-1,1,1,2,2
5483,E00166759,5,-2,6,1,-2,1,1,1,-1,2,2,5,2
428,E00000005,5,-2,6,3,-2,2,3,1,-1,2,6,4,1
4483,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,1,-1,-1,1
5172,E00166758,5,-2,2,2,-2,2,3,1,-1,2,1,2,2
3587,E00000029,5,-2,5,3,-2,2,2,1,-1,2,8,8,1
3583,E00000029,5,-2,5,1,-2,1,2,1,-1,2,6,6,2
4937,E00166757,5,-2,6,3,-2,2,3,1,-1,2,2,6,1
4196,E00000035,5,-2,6,3,-2,2,3,2,-1,2,2,2,1
5262,E00166758,5,-2,3,3,-2,3,3,1,-1,2,1,2,2
2588,E00000025,5,-2,6,1,-2,1,3,1,-1,2,9,3,1
2307,E00000024,5,-2,6,1,-2,1,2,1,-1,2,9,4,1
4785,E00166757,5,-2,2,1,-2,1,4,2,-1,2,1,6,1
2020,E00000021,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3250,E00000027,5,-2,6,5,-2,2,3,2,-1,2,9,6,1
1923,E00000021,5,-2,3,2,-2,4,4,2,-1,2,1,2,1
3901,E00000031,5,-2,5,1,-2,1,3,2,-1,2,4,6,1
4829,E00166757,5,-2,6,2,-2,2,1,1,-1,2,2,4,1
1306,E00000017,5,-2,2,2,-2,2,6,4,-1,2,2,2,2
1873,E00000021,5,-2,2,2,-2,2,4,1,-1,2,1,2,1
3099,E00000027,5,-2,3,1,-2,1,1,1,-1,2,3,3,2
3043,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
5332,E00166758,5,-2,6,3,-2,2,4,2,-1,2,4,2,1
4498,E00166755,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1
4565,E00166756,5,-2,2,1,-2,1,1,1,-1,2,3,2,2
2487,E00000025,5,-2,2,1,-2,1,1,1,-1,2,2,2,1
4546,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1490,E00000018,5,-2,2,2,-2,2,6,3,-1,2,2,2,1
3151,E00000027,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
5170,E00166758,5,-2,2,2,-2,2,3,1,-1,2,3,2,1
2602,E00000025,5,-2,6,1,-2,1,3,2,-1,2,3,4,1
2717,E00000025,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
568,E00000007,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4392,E00166755,5,-2,6,1,-2,1,3,1,-1,2,2,6,1
1117,E00000016,5,-2,2,2,-2,2,4,1,-1,2,7,2,2
160,E00000003,5,-2,2,3,-2,2,6,3,-1,2,2,2,2
3979,E00000032,5,-2,5,3,-2,2,2,1,-1,2,9,8,1
4966,E00166757,5,-2,6,2,-2,2,4,2,-1,1,1,2,1
5557,E00166759,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3472,E00000028,5,-2,6,1,-2,1,3,1,-1,2,9,4,2
3551,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1
419,E00000005,5,-2,6,1,-2,1,3,2,-1,2,3,4,1
2947,E00000026,5,-2,6,3,-2,2,3,1,-1,2,2,2,1
3833,E00000030,5,-2,5,3,-2,4,5,3,-1,2,3,2,1
2899,E00000026,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
4987,E00166757,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
977,E00000014,5,-2,5,1,-2,1,1,1,-1,2,3,8,1
1110,E00000016,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
605,E00000010,5,-2,5,1,-2,1,1,1,-1,2,4,2,1
230,E00000003,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
125,E00000003,4,-2,2,1,-2,1,5,3,-1,2,3,2,3
998,E00000014,5,-2,5,1,-2,1,2,1,-1,2,8,2,1
1480,E00000018,4,-2,2,3,-2,2,5,1,-1,2,2,2,3
1476,E00000018,5,-2,2,2,-2,2,4,1,-1,2,4,2,2
2521,E00000025,5,-2,2,2,-2,2,5,2,-1,2,1,4,1
3526,E00000028,-2,-2,-1,-1,-2,0,3,2,-1,1,-1,-1,1
2965,E00000026,5,-2,6,1,-2,1,4,2,-1,2,2,2,1
4417,E00166755,5,-2,6,1,-2,1,4,1,-1,2,2,5,1
826,E00000013,5,-2,2,2,-2,2,2,1,-1,2,1,2,2
4028,E00000032,5,-2,5,4,-2,2,4,2,-1,2,7,6,1
3618,E00000029,5,-2,5,4,-2,4,6,2,-1,2,2,2,1
5492,E00166759,5,-2,6,1,-2,1,2,1,-1,2,1,5,1
3015,E00000026,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
561,E00000007,5,-2,6,3,-2,2,5,2,-1,2,1,2,2
3686,E00000029,-2,34,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
2443,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1220,E00000016,5,-2,6,3,-2,2,2,1,-1,2,3,2,1
1411,E00000017,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
3971,E00000032,5,-2,5,1,-2,1,2,1,-1,2,6,6,2
5250,E00166758,5,-2,3,2,-2,2,3,1,-1,2,1,2,2
2491,E00000025,5,-2,2,1,-2,1,1,1,-1,2,1,4,1
3566,E00000029,5,-2,3,1,-2,1,2,1,-1,2,1,4,1
1829,E00000020,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
2476,E00000024,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4297,E00000035,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
2015,E00000021,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
5062,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3643,E00000029,5,-2,6,3,-2,2,2,1,-1,2,4,2,1
1894,E00000021,5,-2,3,1,-2,1,3,1,-1,2,1,2,1
4479,E00166755,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
5161,E00166758,5,-2,2,1,-2,1,3,2,-1,2,1,2,1
2176,E00000023,5,-2,3,3,-2,2,4,2,-1,2,1,2,1
4830,E00166757,5,-2,6,2,-2,2,1,1,-1,2,2,4,2
2636,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,2,1
2468,E00000024,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4353,E00166755,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
702,E00000012,5,-2,5,1,-2,1,1,1,-1,2,8,2,1
4673,E00166756,5,-2,6,5,-2,2,2,1,-1,2,1,6,1
4839,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
22,E00000001,5,-2,2,2,-2,2,5,2,-1,2,2,2,2
889,E00000013,5,-2,6,2,-2,2,3,1,-1,2,9,2,2
2505,E00000025,5,-2,2,1,-2,1,3,2,-1,2,1,2,3
4420,E00166755,5,-2,6,1,-2,1,4,2,-1,2,2,2,2
4408,E00166755,5,-2,6,3,-2,2,3,2,-1,2,2,2,3
4404,E00166755,5,-2,6,5,-2,2,3,1,-1,2,2,2,2
367,E00000005,5,-2,3,2,-2,3,5,2,-1,2,1,6,1
227,E00000003,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
3355,E00000027,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
2130,E00000022,5,-2,5,4,-2,3,4,2,-1,2,2,7,1
4444,E00166755,5,-2,6,3,-2,3,4,2,-1,2,1,6,1
3461,E00000028,5,-2,6,1,-2,1,3,1,-1,1,2,2,2
2859,E00000026,5,-2,3,3,-2,3,2,1,-1,2,2,2,2
3845,E00000030,5,-2,6,1,-2,1,3,2,-1,2,1,8,1
1130,E00000016,5,-2,2,1,-2,1,5,2,-1,1,2,2,1
788,E00000012,5,-2,6,1,-2,1,3,1,-1,2,1,8,1
3577,E00000029,5,-2,5,1,-2,1,1,1,-1,2,2,6,2
2769,E00000025,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4568,E00166756,5,-2,2,1,-2,1,1,1,-1,2,2,4,1
2921,E00000026,5,-2,6,3,-2,2,2,1,-1,2,2,2,2
2844,E00000026,5,-2,2,1,-2,1,4,2,-1,2,2,4,1
1132,E00000016,5,-2,2,4,-2,2,5,1,-1,2,1,2,1
4703,E00166756,5,-2,6,3,-2,2,4,2,-1,2,2,4,1
2571,E00000025,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
3305,E00000027,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
5091,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4718,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
1788,E00000020,5,-2,6,3,-2,3,3,2,-1,2,8,2,1
2287,E00000024,5,-2,3,2,-2,3,6,3,-1,2,3,2,2
5235,E00166758,5,-2,3,2,-2,2,2,1,-1,2,2,2,3
4078,E00000032,5,-2,5,2,-2,4,6,3,-1,2,6,2,1
704,E00000012,5,-2,5,3,-2,2,1,1,-1,2,2,2,1
2724,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3889,E00000031,5,-2,5,1,-2,1,3,1,-1,2,4,2,1
370,E00000005,5,-2,3,2,-2,4,6,4,-1,2,2,2,1
3225,E00000027,5,-2,6,5,-2,2,2,1,-1,2,6,4,1
1764,E00000020,5,-2,3,3,-2,2,6,3,-1,2,4,2,1
5224,E00166758,5,-2,2,1,-2,1,6,1,-1,2,1,2,1
3033,E00000026,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
4786,E00166757,5,-2,2,2,-2,2,4,2,-1,2,2,2,2
819,E00000013,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
2863,E00000026,5,-2,3,1,-2,1,3,2,-1,2,1,2,1
1580,E00000019,5,-2,2,1,-2,1,2,1,-1,2,6,2,1
2291,E00000024,5,-2,6,1,-2,1,1,1,-1,2,6,6,1
598,E00000010,5,-2,3,1,-2,1,3,2,-1,2,2,2,2
2263,E00000024,5,-2,2,5,-2,2,4,2,-1,2,2,2,1
2442,E00000024,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
1268,E00000017,5,-2,2,1,-2,1,4,2,-1,2,1,2,2
1293,E00000017,5,-2,2,1,-2,1,6,3,-1,2,5,2,1
5239,E00166758,5,-2,3,1,-2,1,3,1,-1,2,1,2,2
5126,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,1,-1,-1,1
4766,E00166757,5,-2,2,1,-2,1,3,2,-1,2,2,6,1
1195,E00000016,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
4388,E00166755,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
3878,E00000031,5,-2,3,1,-2,1,4,2,-1,2,1,4,1
3235,E00000027,5,-2,6,1,-2,1,3,2,-1,2,1,2,2
2616,E00000025,5,-2,6,5,-2,2,3,2,-1,2,1,2,1
2488,E00000025,5,-2,2,1,-2,1,1,1,-1,2,2,2,1
2372,E00000024,5,-2,6,5,-2,2,5,2,-1,2,1,2,1
4304,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3377,E00000027,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2999,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4711,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3986,E00000032,5,-2,5,1,-2,1,3,1,-1,2,8,6,1
4108,E00000035,5,-2,3,1,-2,1,2,1,-1,2,2,4,1
2109,E00000022,5,-2,5,1,-2,1,4,2,-1,2,8,6,1
2577,E00000025,5,-2,6,1,-2,1,2,1,-1,2,1,2,2
2246,E00000024,5,-2,2,2,-2,2,2,1,-1,2,1,2,2
3067,E00000027,5,-2,2,1,-2,1,2,1,-1,2,2,2,1
3309,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
