HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO,HRPID,FILLED
3901,E00000031,5,-2,5,1,-2,1,3,2,-1,2,4,6,1,5197,True
4829,E00166757,5,-2,6,2,-2,2,1,1,-1,2,2,4,1,2820,True
1306,E00000017,5,-2,2,2,-2,2,6,4,-1,2,2,2,2,5481,True
1873,E00000021,5,-2,2,2,-2,2,4,1,-1,2,1,2,1,2639,True
3099,E00000027,5,-2,3,1,-2,1,1,1,-1,2,3,3,2,859,True
3043,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
5332,E00166758,5,-2,6,3,-2,2,4,2,-1,2,4,2,1,868,True
4498,E00166755,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1,-1,False
4565,E00166756,5,-2,2,1,-2,1,1,1,-1,2,3,2,2,5459,True
2487,E00000025,5,-2,2,1,-2,1,1,1,-1,2,2,2,1,1772,True
4546,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
1490,E00000018,5,-2,2,2,-2,2,6,3,-1,2,2,2,1,4783,True
3151,E00000027,5,-2,6,1,-2,1,1,1,-1,2,2,2,1,5460,True
5170,E00166758,5,-2,2,2,-2,2,3,1,-1,2,3,2,1,3098,True
2602,E00000025,5,-2,6,1,-2,1,3,2,-1,2,3,4,1,4015,True
2717,E00000025,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
568,E00000007,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4392,E00166755,5,-2,6,1,-2,1,3,1,-1,2,2,6,1,3942,True
1117,E00000016,5,-2,2,2,-2,2,4,1,-1,2,7,2,2,3323,True
160,E00000003,5,-2,2,3,-2,2,6,3,-1,2,2,2,2,4355,True
3979,E00000032,5,-2,5,3,-2,2,2,1,-1,2,9,8,1,2640,True
4966,E00166757,5,-2,6,2,-2,2,4,2,-1,1,1,2,1,4406,True
5557,E00166759,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
3472,E00000028,5,-2,6,1,-2,1,3,1,-1,2,9,4,2,1313,True
3551,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1,-1,False
419,E00000005,5,-2,6,1,-2,1,3,2,-1,2,3,4,1,2754,True
2947,E00000026,5,-2,6,3,-2,2,3,1,-1,2,2,2,1,1384,True
3833,E00000030,5,-2,5,3,-2,4,5,3,-1,2,3,2,1,4653,False
2899,E00000026,5,-2,6,1,-2,1,2,1,-1,2,2,2,1,1494,True
4987,E00166757,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
977,E00000014,5,-2,5,1,-2,1,1,1,-1,2,3,8,1,3748,True
1110,E00000016,5,-2,2,1,-2,1,4,2,-1,2,2,2,1,1080,True
605,E00000010,5,-2,5,1,-2,1,1,1,-1,2,4,2,1,4260,True
230,E00000003,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1,-1,False
125,E00000003,4,-2,2,1,-2,1,5,3,-1,2,3,2,3,4435,True
998,E00000014,5,-2,5,1,-2,1,2,1,-1,2,8,2,1,1291,True
1480,E00000018,4,-2,2,3,-2,2,5,1,-1,2,2,2,3,1568,True
1476,E00000018,5,-2,2,2,-2,2,4,1,-1,2,4,2,2,869,True
2521,E00000025,5,-2,2,2,-2,2,5,2,-1,2,1,4,1,5574,True
3526,E00000028,-2,-2,-1,-1,-2,0,3,2,-1,1,-1,-1,1,-1,False
2965,E00000026,5,-2,6,1,-2,1,4,2,-1,2,2,2,1,3143,True
4417,E00166755,5,-2,6,1,-2,1,4,1,-1,2,2,5,1,5461,True
826,E00000013,5,-2,2,2,-2,2,2,1,-1,2,1,2,2,2547,True
4028,E00000032,5,-2,5,4,-2,2,4,2,-1,2,7,6,1,5099,True
3618,E00000029,5,-2,5,4,-2,4,6,2,-1,2,2,2,1,3897,False
5492,E00166759,5,-2,6,1,-2,1,2,1,-1,2,1,5,1,2713,True
3015,E00000026,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
561,E00000007,5,-2,6,3,-2,2,5,2,-1,2,1,2,2,2408,True
3686,E00000029,-2,34,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1,-1,True
2443,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
1220,E00000016,5,-2,6,3,-2,2,2,1,-1,2,3,2,1,1569,True
1411,E00000017,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1,-1,False
3971,E00000032,5,-2,5,1,-2,1,2,1,-1,2,6,6,2,5437,True
5250,E00166758,5,-2,3,2,-2,2,3,1,-1,2,1,2,2,2196,True
2491,E00000025,5,-2,2,1,-2,1,1,1,-1,2,1,4,1,1019,True
3566,E00000029,5,-2,3,1,-2,1,2,1,-1,2,1,4,1,5109,True
1829,E00000020,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1,-1,False
2476,E00000024,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
4297,E00000035,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1,-1,False
2015,E00000021,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
5062,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
3643,E00000029,5,-2,6,3,-2,2,2,1,-1,2,4,2,1,1570,True
1894,E00000021,5,-2,3,1,-2,1,3,1,-1,2,1,2,1,1729,True
4479,E00166755,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1,-1,False
5161,E00166758,5,-2,2,1,-2,1,3,2,-1,2,1,2,1,5462,True
2176,E00000023,5,-2,3,3,-2,2,4,2,-1,2,1,2,1,942,True
4830,E00166757,5,-2,6,2,-2,2,1,1,-1,2,2,4,2,2641,True
2636,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,2,1,5463,True
2468,E00000024,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
4353,E00166755,5,-2,6,1,-2,1,1,1,-1,2,1,4,1,4288,True
702,E00000012,5,-2,5,1,-2,1,1,1,-1,2,8,2,1,1280,True
4673,E00166756,5,-2,6,5,-2,2,2,1,-1,2,1,6,1,4969,False
4839,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,2624,True
22,E00000001,5,-2,2,2,-2,2,5,2,-1,2,2,2,2,558,True
889,E00000013,5,-2,6,2,-2,2,3,1,-1,2,9,2,2,509,True
2505,E00000025,5,-2,2,1,-2,1,3,2,-1,2,1,2,3,4990,True
4420,E00166755,5,-2,6,1,-2,1,4,2,-1,2,2,2,2,4706,True
4408,E00166755,5,-2,6,3,-2,2,3,2,-1,2,2,2,3,2698,True
4404,E00166755,5,-2,6,5,-2,2,3,1,-1,2,2,2,2,5730,False
367,E00000005,5,-2,3,2,-2,3,5,2,-1,2,1,6,1,1237,True
227,E00000003,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1,-1,False
3355,E00000027,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
2130,E00000022,5,-2,5,4,-2,3,4,2,-1,2,2,7,1,3712,True
4444,E00166755,5,-2,6,3,-2,3,4,2,-1,2,1,6,1,3894,True
3461,E00000028,5,-2,6,1,-2,1,3,1,-1,1,2,2,2,4377,True
2859,E00000026,5,-2,3,3,-2,3,2,1,-1,2,2,2,2,3924,True
3845,E00000030,5,-2,6,1,-2,1,3,2,-1,2,1,8,1,4535,True
1130,E00000016,5,-2,2,1,-2,1,5,2,-1,1,2,2,1,5464,True
788,E00000012,5,-2,6,1,-2,1,3,1,-1,2,1,8,1,5465,True
3577,E00000029,5,-2,5,1,-2,1,1,1,-1,2,2,6,2,4894,True
2769,E00000025,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4568,E00166756,5,-2,2,1,-2,1,1,1,-1,2,2,4,1,5466,True
2921,E00000026,5,-2,6,3,-2,2,2,1,-1,2,2,2,2,2642,True
2844,E00000026,5,-2,2,1,-2,1,4,2,-1,2,2,4,1,3248,True
1132,E00000016,5,-2,2,4,-2,2,5,1,-1,2,1,2,1,4361,True
4703,E00166756,5,-2,6,3,-2,2,4,2,-1,2,2,4,1,1333,True
2571,E00000025,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,5467,True
3305,E00000027,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
5091,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4718,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
1788,E00000020,5,-2,6,3,-2,3,3,2,-1,2,8,2,1,4654,True
2287,E00000024,5,-2,3,2,-2,3,6,3,-1,2,3,2,2,1585,True
5235,E00166758,5,-2,3,2,-2,2,2,1,-1,2,2,2,3,2357,True
4078,E00000032,5,-2,5,2,-2,4,6,3,-1,2,6,2,1,2643,False
704,E00000012,5,-2,5,3,-2,2,1,1,-1,2,2,2,1,2644,True
2724,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
3889,E00000031,5,-2,5,1,-2,1,3,1,-1,2,4,2,1,4077,True
370,E00000005,5,-2,3,2,-2,4,6,4,-1,2,2,2,1,1038,False
3225,E00000027,5,-2,6,5,-2,2,2,1,-1,2,6,4,1,4484,False
1764,E00000020,5,-2,3,3,-2,2,6,3,-1,2,4,2,1,3850,True
5224,E00166758,5,-2,2,1,-2,1,6,1,-1,2,1,2,1,5248,True
3033,E00000026,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1,-1,False
4786,E00166757,5,-2,2,2,-2,2,4,2,-1,2,2,2,2,2645,True
819,E00000013,5,-2,2,1,-2,1,2,1,-1,2,1,2,2,496,True
2863,E00000026,5,-2,3,1,-2,1,3,2,-1,2,1,2,1,2755,True
1580,E00000019,5,-2,2,1,-2,1,2,1,-1,2,6,2,1,4852,True
2291,E00000024,5,-2,6,1,-2,1,1,1,-1,2,6,6,1,4502,True
598,E00000010,5,-2,3,1,-2,1,3,2,-1,2,2,2,2,2040,True
2263,E00000024,5,-2,2,5,-2,2,4,2,-1,2,2,2,1,3855,False
2442,E00000024,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1,-1,False
1268,E00000017,5,-2,2,1,-2,1,4,2,-1,2,1,2,2,5468,True
1293,E00000017,5,-2,2,1,-2,1,6,3,-1,2,5,2,1,2882,True
5239,E00166758,5,-2,3,1,-2,1,3,1,-1,2,1,2,2,3776,True
5126,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,1,-1,-1,1,-1,False
4766,E00166757,5,-2,2,1,-2,1,3,2,-1,2,2,6,1,5469,True
1195,E00000016,5,-2,6,1,-2,1,2,1,-1,2,2,2,1,3215,True
4388,E00166755,5,-2,6,1,-2,1,3,1,-1,2,2,2,1,4024,True
3878,E00000031,5,-2,3,1,-2,1,4,2,-1,2,1,4,1,2091,True
3235,E00000027,5,-2,6,1,-2,1,3,2,-1,2,1,2,2,3777,True
2616,E00000025,5,-2,6,5,-2,2,3,2,-1,2,1,2,1,4448,False
2488,E00000025,5,-2,2,1,-2,1,1,1,-1,2,2,2,1,5470,True
2372,E00000024,5,-2,6,5,-2,2,5,2,-1,2,1,2,1,5926,False
4304,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
3377,E00000027,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
2999,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
4711,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
3986,E00000032,5,-2,5,1,-2,1,3,1,-1,2,8,6,1,849,True
4108,E00000035,5,-2,3,1,-2,1,2,1,-1,2,2,4,1,5020,True
2109,E00000022,5,-2,5,1,-2,1,4,2,-1,2,8,6,1,4436,True
2577,E00000025,5,-2,6,1,-2,1,2,1,-1,2,1,2,2,3943,True
2246,E00000024,5,-2,2,2,-2,2,2,1,-1,2,1,2,2,2646,True
3067,E00000027,5,-2,2,1,-2,1,2,1,-1,2,2,2,1,4207,True
3309,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
5167,E00166758,5,-2,2,1,-2,1,3,2,-1,2,2,4,1,4503,True
1249,E00000016,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
5457,E00166759,5,-2,5,1,-2,1,3,1,-1,2,2,2,1,5471,True
4998,E00166757,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
2580,E00000025,5,-2,6,1,-2,1,2,1,-1,2,3,4,1,2493,True
5361,E00166758,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
5114,E00166757,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1,-1,False
1581,E00000019,5,-2,2,2,-2,2,2,1,-1,2,3,2,1,4786,True
4202,E00000035,5,-2,6,3,-2,4,3,2,-1,2,3,6,1,4906,False
2022,E00000021,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
4701,E00166756,5,-2,6,2,-2,2,4,2,-1,2,1,2,2,4230,True
5411,E00166759,5,-2,2,5,-2,2,4,2,-1,2,2,2,2,5136,False
2303,E00000024,5,-2,6,1,-2,1,2,1,-1,2,1,4,1,5249,True
2854,E00000026,5,-2,3,1,-2,1,2,1,-1,2,3,2,2,4536,True
1921,E00000021,5,-2,3,2,-2,2,4,2,-1,2,1,2,3,676,True
418,E00000005,5,-2,6,1,-2,1,3,2,-1,2,1,4,1,3302,True
4284,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
1281,E00000017,5,-2,2,2,-2,2,5,2,-1,2,1,2,2,2005,True
246,E00000005,5,-2,2,1,-2,1,2,1,-1,2,2,2,2,4726,True
971,E00000014,5,-2,5,1,-2,1,1,1,-1,2,7,2,1,775,True
3435,E00000028,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,5472,True
2950,E00000026,5,-2,6,5,-2,2,3,1,-1,2,1,5,1,2119,False
2513,E00000025,5,-2,2,1,-2,1,4,2,-1,2,2,2,3,5473,True
1507,E00000018,5,-2,3,2,-2,2,3,1,-1,2,2,4,2,4196,True
249,E00000005,5,-2,2,1,-2,1,2,1,-1,2,2,2,3,4991,True
5448,E00166759,5,-2,3,2,-2,3,5,3,-1,2,4,2,1,1649,True
5163,E00166758,5,-2,2,1,-2,1,3,2,-1,2,2,2,2,3809,True
4963,E00166757,5,-2,6,3,-2,2,4,1,-1,2,9,2,1,2158,True
4302,E00000035,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
165,E00000003,5,-2,2,2,-2,2,6,4,-1,2,1,2,2,1039,True
204,E00000003,5,-2,3,2,-2,4,6,4,-1,2,1,2,3,5482,False
2044,E00000022,5,-2,2,1,-2,1,3,2,-1,2,6,2,2,3208,True
2094,E00000022,5,-2,5,1,-2,1,1,1,-1,2,3,2,1,5004,True
3949,E00000032,3,-2,5,1,-2,1,1,1,-1,2,7,7,1,4591,True
399,E00000005,5,-2,6,3,-2,2,2,1,-1,2,5,2,2,2647,True
5106,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
5446,E00166759,5,-2,3,2,-2,3,4,2,-1,2,2,2,1,1860,True
5284,E00166758,5,-2,6,1,-2,1,1,1,-1,2,8,4,1,4289,True
53,E00000001,5,-2,3,1,-2,1,5,2,-1,2,1,2,1,2041,True
1767,E00000020,5,-2,5,1,-2,1,2,1,-1,2,2,2,1,5474,True
77,E00000001,5,-2,5,2,-2,2,5,2,-1,2,2,2,1,4788,True
2969,E00000026,5,-2,6,3,-2,2,4,1,-1,2,1,4,1,870,True
3118,E00000027,5,-2,3,3,-2,2,2,1,-1,2,1,3,1,2285,True
4071,E00000032,5,-2,5,2,-2,4,5,3,-1,2,2,7,1,1803,False
1929,E00000021,5,-2,3,3,-2,3,6,4,-1,2,2,2,1,1334,True
1785,E00000020,5,-2,6,3,-2,2,3,2,-1,2,4,2,2,2596,True
1556,E00000018,4,-2,6,1,-2,1,6,4,-1,2,1,2,1,5410,True
4413,E00166755,5,-2,6,5,-2,2,3,2,-1,2,1,6,1,2865,False
1384,E00000017,5,-2,6,1,-2,1,3,1,-1,2,2,2,3,1901,True
2877,E00000026,5,-2,3,1,-2,1,4,2,-1,2,9,4,1,5411,True
1319,E00000017,5,-2,3,1,-2,1,2,1,-1,2,2,2,2,5412,True
4733,E00166756,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
2642,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,2,2,2340,True
4557,E00166756,5,-2,2,1,-2,1,1,1,-1,2,2,2,1,5413,True
1534,E00000018,5,-2,6,1,-2,1,2,1,-1,2,4,4,1,3694,True
4103,E00000035,5,-2,2,1,-2,1,4,2,-1,2,1,4,2,4290,True
2608,E00000025,5,-2,6,2,-2,2,3,1,-1,2,9,7,1,2597,True
3224,E00000027,5,-2,6,5,-2,2,2,1,-1,2,3,4,1,3716,False
4051,E00000032,5,-2,5,3,-2,2,5,3,-1,2,2,2,1,2824,True
1681,E00000019,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
1578,E00000018,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
1192,E00000016,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,4131,True
5230,E00166758,5,-2,2,2,-2,2,6,3,-1,2,4,2,1,2103,True
4932,E00166757,5,-2,6,2,-2,2,3,1,-1,2,1,4,1,2459,True
4817,E00166757,5,-2,3,2,-2,2,4,2,-1,1,2,3,1,5032,True
6,E00000001,5,-2,2,3,-2,4,4,2,-1,2,4,2,1,2460,False
1458,E00000018,5,-2,2,1,-2,1,3,2,-1,2,1,2,3,2527,True
59,E00000001,5,-2,3,2,-2,2,5,3,-1,2,1,2,3,4831,True
4949,E00166757,5,-2,6,1,-2,1,4,1,-1,1,2,4,1,3172,True
2702,E00000025,5,-2,6,5,-2,2,6,4,-1,2,1,2,1,641,False
2118,E00000022,5,-2,5,4,-2,2,4,2,-1,2,1,2,1,4481,True
1417,E00000017,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
1847,E00000021,5,-2,2,1,-2,1,3,2,-1,2,2,2,2,5414,True
4545,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
3938,E00000031,5,-2,6,1,-2,1,3,2,-1,2,9,5,1,2269,True
4784,E00166757,5,-2,2,1,-2,1,4,2,-1,2,1,4,2,3216,True
3598,E00000029,5,-2,5,1,-2,1,3,1,-1,2,6,2,1,2669,True
681,E00000012,5,-2,2,2,-2,2,4,1,-1,2,1,4,1,5217,True
1838,E00000021,5,-2,2,1,-2,1,3,1,-1,2,4,2,1,3303,True
5552,E00166759,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
3851,E00000030,5,-2,6,5,-2,2,4,2,-1,2,2,2,1,991,False
1636,E00000019,5,-2,6,1,-2,1,3,1,-1,2,1,2,1,663,True
4032,E00000032,5,-2,5,2,-2,3,4,2,-1,2,5,8,2,2409,True
3283,E00000027,5,-2,6,5,-2,4,6,4,-1,2,1,2,1,3129,False
2989,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,1,-1,-1,1,-1,False
3422,E00000028,5,-2,6,1,-2,1,1,1,-1,2,2,2,2,3778,True
4642,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,4,1,4291,True
3739,E00000030,5,-2,2,4,-2,2,1,1,-1,2,3,2,1,5636,True
3201,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,8,1,5415,True
2311,E00000024,5,-2,6,2,-2,2,2,1,-1,2,2,2,1,1040,True
5258,E00166758,5,-2,3,3,-2,2,3,1,-1,2,1,2,2,4960,True
4741,E00166756,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
2545,E00000025,5,-2,3,1,-2,1,4,2,-1,2,2,2,2,497,True
1834,E00000021,4,-2,2,1,-2,1,3,1,-1,2,2,2,2,5306,True
3481,E00000028,5,-2,6,2,-2,2,3,1,-1,2,2,4,1,5342,True
5401,E00166759,5,-2,2,2,-2,2,3,2,-1,2,1,2,1,2159,True
1083,E00000016,5,-2,2,1,-2,1,3,1,-1,2,1,2,1,5416,True
1919,E00000021,5,-2,3,2,-2,2,4,1,-1,2,1,2,3,2598,True
4758,E00166757,5,-2,2,1,-2,1,3,1,-1,2,1,6,1,4132,True
181,E00000003,5,-2,3,4,-2,2,4,2,-1,2,2,2,1,5655,True
1803,E00000020,5,-2,6,3,-2,3,4,2,-1,2,1,2,1,2006,True
5139,E00166758,5,-2,2,1,-2,1,3,1,-1,2,1,2,1,4935,True
4146,E00000035,5,-2,6,1,-2,1,2,1,-1,1,2,6,1,2528,True
5516,E00166759,5,-2,6,1,-2,1,4,2,-1,2,1,4,1,2582,True
2744,E00000025,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1,-1,False
5355,E00166758,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1,-1,False
3396,E00000028,5,-2,2,2,-2,2,3,1,-1,2,9,2,1,5074,True
4122,E00000035,5,-2,3,2,-2,2,3,2,-1,2,1,4,1,2599,True
440,E00000005,5,-2,6,1,-2,1,4,1,-1,2,2,4,1,3259,True
1590,E00000019,5,-2,2,2,-2,2,3,2,-1,2,1,2,1,2104,True
1013,E00000014,5,-2,5,1,-2,1,3,1,-1,2,3,2,1,4292,True
2876,E00000026,5,-2,3,1,-2,1,4,2,-1,2,2,2,3,5921,True
2257,E00000024,5,-2,2,1,-2,1,4,2,-1,2,2,2,1,2494,True
4903,E00166757,5,-2,6,1,-2,1,3,1,-1,2,2,6,1,5292,True
3956,E00000032,5,-2,5,1,-2,1,1,1,-1,2,2,6,2,5417,True
3239,E00000027,5,-2,6,1,-2,1,3,2,-1,2,1,6,1,3144,True
1564,E00000018,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1,-1,False
4422,E00166755,5,-2,6,1,-2,1,4,2,-1,2,1,6,1,452,True
345,E00000005,5,-2,3,3,-2,2,3,1,-1,2,2,2,2,1205,True
3982,E00000032,5,-2,5,1,-2,1,3,1,-1,2,2,2,1,5373,True
1496,E00000018,5,-2,2,2,-2,4,6,4,-1,2,1,2,3,5095,False
3391,E00000028,5,-2,2,1,-2,1,2,1,-1,2,4,2,1,6022,True
2593,E00000025,5,-2,6,1,-2,1,3,2,-1,2,1,2,1,5418,True
5529,E00166759,5,-2,6,2,-2,3,4,1,-1,2,9,2,1,1515,True
5461,E00166759,5,-2,5,1,-2,1,3,1,-1,2,8,2,1,2341,True
199,E00000003,4,-2,3,2,-2,3,6,4,-1,2,1,2,2,2600,True
5455,E00166759,5,-2,5,1,-2,1,3,1,-1,2,2,2,1,453,True
404,E00000005,5,-2,6,1,-2,1,3,1,-1,2,2,2,1,5419,True
480,E00000005,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
1852,E00000021,5,-2,2,2,-2,2,3,2,-1,2,1,6,1,2410,True
4513,E00166755,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1,-1,False
921,E00000013,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
2009,E00000021,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4080,E00000032,5,-2,5,3,-2,4,6,3,-1,2,8,2,1,1292,False
3834,E00000030,5,-2,5,4,-2,4,5,3,-1,2,7,7,1,5073,False
3988,E00000032,5,-2,5,1,-2,1,3,1,-1,2,5,7,1,2974,True
724,E00000012,5,-2,5,1,-2,1,3,1,-1,2,3,2,1,612,True
442,E00000005,5,-2,6,2,-2,2,4,1,-1,2,1,2,3,1335,True
995,E00000014,5,-2,5,1,-2,1,2,1,-1,2,6,2,1,3968,True
628,E00000010,5,-2,5,1,-2,1,3,1,-1,2,2,2,1,3879,True
5475,E00166759,5,-2,6,1,-2,1,1,1,-1,2,1,4,1,4670,True
407,E00000005,5,-2,6,1,-2,1,3,1,-1,2,2,2,2,4267,True
5283,E00166758,5,-2,6,1,-2,1,1,1,-1,2,1,4,1,4727,True
3787,E00000030,5,-2,5,1,-2,1,3,1,-1,2,3,4,1,643,True
2685,E00000025,5,-2,6,1,-2,1,5,2,-1,2,2,2,2,498,True
2902,E00000026,5,-2,6,1,-2,1,2,1,-1,2,4,3,1,4592,True
4012,E00000032,5,-2,5,2,-2,4,3,2,-1,2,6,2,1,5265,False
3694,E00000029,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
3755,E00000030,5,-2,5,1,-2,1,1,1,-1,2,8,2,1,1114,True
734,E00000012,5,-2,5,1,-2,1,3,1,-1,2,8,2,1,3193,True
1685,E00000020,5,-2,2,1,-2,1,2,1,-1,2,3,2,2,499,True
803,E00000013,5,-2,2,1,-2,1,1,1,-1,2,2,2,1,4316,True
1692,E00000020,5,-2,2,1,-2,1,3,1,-1,2,4,2,1,5420,True
1832,E00000021,5,-2,2,1,-2,1,2,1,-1,2,1,2,3,5421,True
2664,E00000025,5,-2,6,2,-2,2,4,2,-1,1,2,5,1,5065,True
3658,E00000029,5,-2,6,2,-2,2,3,2,-1,2,3,6,1,2105,True
4851,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,4,1,3956,True
1122,E00000016,5,-2,2,2,-2,2,4,2,-1,2,1,6,2,2601,True
1113,E00000016,5,-2,2,1,-2,1,4,2,-1,2,2,2,2,1870,True
1305,E00000017,5,-2,2,2,-2,2,6,4,-1,2,2,2,1,2548,True
527,E00000007,5,-2,6,1,-2,1,3,1,-1,2,2,4,1,1625,True
671,E00000012,5,-2,2,1,-2,1,2,1,-1,2,2,6,1,5422,True
391,E00000005,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,3260,True
5115,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
2601,E00000025,5,-2,6,1,-2,1,3,2,-1,2,2,4,1,5423,True
1127,E00000016,5,-2,2,2,-2,3,4,2,-1,2,2,2,2,2461,True
3943,E00000031,5,-2,6,1,-2,1,4,1,-1,2,2,2,1,822,True
4607,E00166756,5,-2,3,3,-2,2,3,2,-1,2,2,2,3,2358,True
2329,E00000024,5,-2,6,1,-2,1,3,2,-1,2,1,2,3,454,True
4804,E00166757,5,-2,3,1,-2,1,3,2,-1,2,1,2,1,5021,True
3946,E00000031,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
5304,E00166758,5,-2,6,2,-2,2,3,2,-1,2,7,2,1,1266,True
2817,E00000025,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1,-1,False
791,E00000012,5,-2,6,3,-2,2,3,1,-1,2,4,2,2,1861,True
3673,E00000029,5,-2,6,3,-2,4,4,2,-1,2,1,5,1,1101,False
1682,E00000020,5,-2,2,1,-2,1,2,1,-1,2,2,2,1,2756,True
4485,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
288,E00000005,5,-2,2,1,-2,1,4,1,-1,2,1,2,1,4261,True
3002,E00000026,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
